nohup: ignoring input
spin up orbital energies: {0: -3.0, 2: -1.0, 4: -1.0, 6: 1.0, 8: 1.0, 10: 3.0, 12: -1.0, 14: 1.0}
spin down orbital energies:  {1: -3.0, 3: -1.0, 5: -1.0, 7: 1.0, 9: 1.0, 11: 3.0, 13: -1.0, 15: 1.0}
spin up indices:  [0, 2, 4, 12]    spin down indices:  [1, 3, 5, 13] 

iter: 1 | loss: -4.000000 | norm:  0.000000 | fidelity:  0.635416 | Sz:  0.000000 | S^2:  0.000000
iter: 2 | loss: -4.000000 | norm:  0.000000 | fidelity:  0.635416 | Sz:  0.000000 | S^2:  0.000000
iter: 3 | loss: -3.525534 | norm:  36.952236 | fidelity:  0.584450 | Sz: -0.000000 | S^2:  0.000000
iter: 4 | loss: -4.002554 | norm:  5.541966 | fidelity:  0.635702 | Sz:  0.000000 | S^2:  0.000000
iter: 5 | loss: -3.660527 | norm:  35.304008 | fidelity:  0.598531 | Sz:  0.000000 | S^2: -0.000000
iter: 6 | loss: -3.750165 | norm:  34.489433 | fidelity:  0.608091 | Sz:  0.000000 | S^2:  0.000000
iter: 7 | loss: -4.065552 | norm:  20.744007 | fidelity:  0.642847 | Sz: -0.000000 | S^2:  0.000000
iter: 8 | loss: -4.240699 | norm:  13.101861 | fidelity:  0.662980 | Sz:  0.000000 | S^2: -0.000000
iter: 9 | loss: -4.409314 | norm:  18.491142 | fidelity:  0.683702 | Sz: -0.000000 | S^2:  0.000000
iter: 10 | loss: -4.763173 | norm:  17.433695 | fidelity:  0.731747 | Sz: -0.000000 | S^2: -0.000000
iter: 11 | loss: -5.118592 | norm:  7.878867 | fidelity:  0.793276 | Sz: -0.000000 | S^2: -0.000000
iter: 12 | loss: -5.162624 | norm:  9.818465 | fidelity:  0.828222 | Sz:  0.000000 | S^2: -0.000000
iter: 13 | loss: -4.957054 | norm:  21.281301 | fidelity:  0.828182 | Sz: -0.000000 | S^2: -0.000000
iter: 14 | loss: -4.867223 | norm:  24.675104 | fidelity:  0.829280 | Sz:  0.000000 | S^2:  0.000000
iter: 15 | loss: -4.979492 | norm:  21.198900 | fidelity:  0.842668 | Sz: -0.000000 | S^2: -0.000000
iter: 16 | loss: -5.158537 | norm:  14.077183 | fidelity:  0.853382 | Sz:  0.000000 | S^2: -0.000000
iter: 17 | loss: -5.264191 | norm:  9.823583 | fidelity:  0.848103 | Sz:  0.000000 | S^2: -0.000000
iter: 18 | loss: -5.275801 | norm:  13.150918 | fidelity:  0.832780 | Sz:  0.000000 | S^2: -0.000000
iter: 19 | loss: -5.277154 | norm:  15.953472 | fidelity:  0.825754 | Sz: -0.000000 | S^2:  0.000000
iter: 20 | loss: -5.322839 | norm:  15.315532 | fidelity:  0.835143 | Sz: -0.000000 | S^2:  0.000000
iter: 21 | loss: -5.393507 | norm:  12.848424 | fidelity:  0.854519 | Sz: -0.000000 | S^2:  0.000000
iter: 22 | loss: -5.458669 | norm:  11.090573 | fidelity:  0.874673 | Sz:  0.000000 | S^2:  0.000000
iter: 23 | loss: -5.514847 | norm:  10.993910 | fidelity:  0.891639 | Sz:  0.000000 | S^2:  0.000000
iter: 24 | loss: -5.570190 | norm:  11.322034 | fidelity:  0.905694 | Sz:  0.000000 | S^2:  0.000000
iter: 25 | loss: -5.625211 | norm:  10.950489 | fidelity:  0.917915 | Sz: -0.000000 | S^2:  0.000000
iter: 26 | loss: -5.669341 | norm:  9.864422 | fidelity:  0.928312 | Sz: -0.000000 | S^2:  0.000000
iter: 27 | loss: -5.690281 | norm:  8.851002 | fidelity:  0.936033 | Sz: -0.000000 | S^2:  0.000000
iter: 28 | loss: -5.686425 | norm:  8.735027 | fidelity:  0.940633 | Sz:  0.000000 | S^2: -0.000000
iter: 29 | loss: -5.669938 | norm:  9.405906 | fidelity:  0.942731 | Sz: -0.000000 | S^2: -0.000000
iter: 30 | loss: -5.658638 | norm:  10.129282 | fidelity:  0.943637 | Sz:  0.000000 | S^2: -0.000000
iter: 31 | loss: -5.664354 | norm:  10.445159 | fidelity:  0.944516 | Sz: -0.000000 | S^2: -0.000000
iter: 32 | loss: -5.688509 | norm:  10.232580 | fidelity:  0.946090 | Sz:  0.000000 | S^2: -0.000000
iter: 33 | loss: -5.725143 | norm:  9.428186 | fidelity:  0.948735 | Sz:  0.000000 | S^2: -0.000000
iter: 34 | loss: -5.765130 | norm:  7.960482 | fidelity:  0.952401 | Sz:  0.000000 | S^2:  0.000000
iter: 35 | loss: -5.797376 | norm:  6.002504 | fidelity:  0.956189 | Sz:  0.000000 | S^2:  0.000000
iter: 36 | loss: -5.812036 | norm:  4.465549 | fidelity:  0.958659 | Sz: -0.000000 | S^2: -0.000000
iter: 37 | loss: -5.806376 | norm:  4.845424 | fidelity:  0.958917 | Sz:  0.000000 | S^2: -0.000000
iter: 38 | loss: -5.788967 | norm:  6.444602 | fidelity:  0.957600 | Sz:  0.000000 | S^2:  0.000000
