nohup: ignoring input
spin up orbital energies: {0: -3.0, 2: -1.0, 4: 0, 6: 2.0, 8: 0, 10: 2.0}
spin down orbital energies:  {1: -3.0, 3: -1.0, 5: 0, 7: 2.0, 9: 0, 11: 2.0}
spin up indices:  [0, 2, 4, 8]    spin down indices:  [1, 3] 

iter: 1 | loss: -0.000000 | norm:  0.000000 | fidelity:  0.485556 | Sz:  1.000000 | S^2:  2.000000
iter: 2 | loss: -0.000000 | norm:  0.000001 | fidelity:  0.485556 | Sz:  1.000000 | S^2:  2.000000
iter: 3 | loss:  0.689165 | norm:  48.990353 | fidelity:  0.423541 | Sz:  1.000000 | S^2:  2.000001
iter: 4 | loss: -0.005376 | norm:  4.036921 | fidelity:  0.486055 | Sz:  1.000003 | S^2:  2.000006
iter: 5 | loss:  0.439840 | norm:  43.939133 | fidelity:  0.445422 | Sz:  1.000003 | S^2:  2.000006
iter: 6 | loss:  0.409951 | norm:  45.932663 | fidelity:  0.448050 | Sz:  1.000000 | S^2:  2.000000
iter: 7 | loss:  0.005722 | norm:  29.578562 | fidelity:  0.485087 | Sz:  1.000001 | S^2:  2.000002
iter: 8 | loss: -0.232470 | norm:  14.592283 | fidelity:  0.507881 | Sz:  1.000007 | S^2:  2.000015
iter: 9 | loss: -0.354182 | norm:  21.547356 | fidelity:  0.520409 | Sz:  1.000004 | S^2:  2.000008
iter: 10 | loss: -0.700188 | norm:  23.277340 | fidelity:  0.559141 | Sz:  1.000000 | S^2:  1.999999
iter: 11 | loss: -1.175076 | norm:  14.336631 | fidelity:  0.624154 | Sz:  1.000004 | S^2:  2.000007
iter: 12 | loss: -1.384545 | norm:  6.370625 | fidelity:  0.679345 | Sz:  0.999999 | S^2:  1.999998
iter: 13 | loss: -1.202766 | norm:  21.607155 | fidelity:  0.696890 | Sz:  1.000001 | S^2:  2.000002
iter: 14 | loss: -1.001753 | norm:  29.880646 | fidelity:  0.700033 | Sz:  0.999997 | S^2:  1.999995
