nohup: ignoring input
spin up orbital energies: {0: -2.0, 2: 0, 4: 0, 6: 2.0}
spin down orbital energies:  {1: -2.0, 3: 0, 5: 0, 7: 2.0}
spin up indices:  [0, 2]    spin down indices:  [1, 3] 

iter: 1 | loss: -2.000000 | norm:  0.000000 | fidelity:  0.470971 | Sz:  0.000000 | S^2: -0.000000
iter: 2 | loss: -2.000000 | norm:  0.000000 | fidelity:  0.470971 | Sz:  0.000000 | S^2: -0.000000
iter: 3 | loss: -2.000000 | norm:  0.000000 | fidelity:  0.470971 | Sz:  0.000000 | S^2: -0.000000
iter: 4 | loss: -2.000000 | norm:  0.000002 | fidelity:  0.470971 | Sz:  0.000000 | S^2: -0.000000
iter: 5 | loss: -1.943221 | norm:  5.051056 | fidelity:  0.463167 | Sz:  0.000000 | S^2:  0.000000
iter: 6 | loss: -2.000006 | norm:  0.103403 | fidelity:  0.471070 | Sz: -0.000000 | S^2: -0.000000
iter: 7 | loss: -1.959737 | norm:  4.304077 | fidelity:  0.461168 | Sz: -0.000000 | S^2:  0.000000
iter: 8 | loss: -1.961204 | norm:  4.236042 | fidelity:  0.459415 | Sz:  0.000000 | S^2:  0.000000
iter: 9 | loss: -1.993484 | norm:  1.820631 | fidelity:  0.466934 | Sz:  0.000000 | S^2:  0.000000
iter: 10 | loss: -1.996963 | norm:  1.161260 | fidelity:  0.475466 | Sz:  0.000000 | S^2:  0.000000
iter: 11 | loss: -1.978461 | norm:  2.950712 | fidelity:  0.481032 | Sz: -0.000000 | S^2: -0.000000
iter: 12 | loss: -1.978168 | norm:  2.960631 | fidelity:  0.483910 | Sz:  0.000000 | S^2: -0.000000
iter: 13 | loss: -1.994913 | norm:  1.732479 | fidelity:  0.482510 | Sz: -0.000000 | S^2:  0.000000
iter: 14 | loss: -2.006659 | norm:  0.714353 | fidelity:  0.476809 | Sz: -0.000000 | S^2: -0.000000
iter: 15 | loss: -2.007095 | norm:  2.003505 | fidelity:  0.471121 | Sz:  0.000000 | S^2: -0.000000
iter: 16 | loss: -2.010121 | norm:  3.031379 | fidelity:  0.469737 | Sz:  0.000000 | S^2: -0.000000
iter: 17 | loss: -2.031902 | norm:  3.426199 | fidelity:  0.475117 | Sz:  0.000000 | S^2: -0.000000
iter: 18 | loss: -2.077684 | norm:  3.499345 | fidelity:  0.487273 | Sz: -0.000000 | S^2: -0.000000
iter: 19 | loss: -2.147239 | norm:  3.645220 | fidelity:  0.504784 | Sz:  0.000000 | S^2:  0.000000
iter: 20 | loss: -2.240613 | norm:  3.765833 | fidelity:  0.526442 | Sz: -0.000000 | S^2: -0.000000
iter: 21 | loss: -2.346147 | norm:  3.272451 | fidelity:  0.550701 | Sz: -0.000000 | S^2:  0.000000
iter: 22 | loss: -2.426159 | norm:  2.198836 | fidelity:  0.574282 | Sz:  0.000000 | S^2: -0.000000
iter: 23 | loss: -2.443536 | norm:  2.871950 | fidelity:  0.594736 | Sz:  0.000000 | S^2: -0.000000
iter: 24 | loss: -2.424881 | norm:  4.021029 | fidelity:  0.612921 | Sz:  0.000000 | S^2: -0.000000
iter: 25 | loss: -2.410689 | norm:  4.032330 | fidelity:  0.624692 | Sz:  0.000000 | S^2: -0.000000
iter: 26 | loss: -2.403282 | norm:  3.765319 | fidelity:  0.628207 | Sz: -0.000000 | S^2: -0.000000
iter: 27 | loss: -2.401352 | norm:  4.089820 | fidelity:  0.628555 | Sz:  0.000000 | S^2: -0.000000
iter: 28 | loss: -2.419548 | norm:  4.275184 | fidelity:  0.632911 | Sz: -0.000000 | S^2: -0.000000
iter: 29 | loss: -2.462413 | norm:  3.593006 | fidelity:  0.642844 | Sz:  0.000000 | S^2: -0.000000
iter: 30 | loss: -2.510220 | norm:  2.142878 | fidelity:  0.653143 | Sz: -0.000000 | S^2:  0.000000
iter: 31 | loss: -2.538116 | norm:  0.588960 | fidelity:  0.657635 | Sz:  0.000000 | S^2:  0.000000
iter: 32 | loss: -2.538204 | norm:  1.279248 | fidelity:  0.654831 | Sz: -0.000000 | S^2: -0.000000
iter: 33 | loss: -2.522343 | norm:  2.153481 | fidelity:  0.648723 | Sz: -0.000000 | S^2:  0.000000
iter: 34 | loss: -2.506417 | norm:  2.477674 | fidelity:  0.644452 | Sz:  0.000000 | S^2:  0.000000
iter: 35 | loss: -2.497803 | norm:  2.463388 | fidelity:  0.644453 | Sz: -0.000000 | S^2: -0.000000
iter: 36 | loss: -2.496506 | norm:  2.376634 | fidelity:  0.648360 | Sz: -0.000000 | S^2:  0.000000
iter: 37 | loss: -2.500997 | norm:  2.316525 | fidelity:  0.654659 | Sz:  0.000000 | S^2:  0.000000
iter: 38 | loss: -2.510538 | norm:  2.161307 | fidelity:  0.661899 | Sz:  0.000000 | S^2:  0.000000
iter: 39 | loss: -2.523301 | norm:  1.749253 | fidelity:  0.668956 | Sz: -0.000000 | S^2: -0.000000
iter: 40 | loss: -2.534849 | norm:  1.060790 | fidelity:  0.674921 | Sz: -0.000000 | S^2: -0.000000
iter: 41 | loss: -2.540107 | norm:  0.498266 | fidelity:  0.679159 | Sz: -0.000000 | S^2:  0.000000
iter: 42 | loss: -2.537802 | norm:  1.036320 | fidelity:  0.681631 | Sz:  0.000000 | S^2: -0.000000
iter: 43 | loss: -2.532242 | norm:  1.611948 | fidelity:  0.682942 | Sz:  0.000000 | S^2: -0.000000
iter: 44 | loss: -2.529383 | norm:  1.815606 | fidelity:  0.683800 | Sz:  0.000000 | S^2: -0.000000
iter: 45 | loss: -2.531505 | norm:  1.684471 | fidelity:  0.684410 | Sz:  0.000000 | S^2:  0.000000
iter: 46 | loss: -2.536853 | norm:  1.431854 | fidelity:  0.684518 | Sz:  0.000000 | S^2: -0.000000
iter: 47 | loss: -2.542978 | norm:  1.241180 | fidelity:  0.683796 | Sz:  0.000000 | S^2: -0.000000
iter: 48 | loss: -2.548672 | norm:  1.053827 | fidelity:  0.682034 | Sz: -0.000000 | S^2: -0.000000
iter: 49 | loss: -2.553045 | norm:  0.739653 | fidelity:  0.679147 | Sz:  0.000000 | S^2: -0.000000
iter: 50 | loss: -2.554678 | norm:  0.442584 | fidelity:  0.675291 | Sz:  0.000000 | S^2:  0.000000
iter: 51 | loss: -2.553190 | norm:  0.648523 | fidelity:  0.671200 | Sz:  0.000000 | S^2: -0.000000
iter: 52 | loss: -2.550241 | norm:  0.997506 | fidelity:  0.668041 | Sz: -0.000000 | S^2: -0.000000
iter: 53 | loss: -2.548383 | norm:  1.173137 | fidelity:  0.666802 | Sz: -0.000000 | S^2: -0.000000
iter: 54 | loss: -2.548846 | norm:  1.156815 | fidelity:  0.667709 | Sz: -0.000000 | S^2: -0.000000
iter: 55 | loss: -2.551071 | norm:  1.042073 | fidelity:  0.670254 | Sz: -0.000000 | S^2:  0.000000
iter: 56 | loss: -2.553905 | norm:  0.923474 | fidelity:  0.673688 | Sz:  0.000000 | S^2: -0.000000
iter: 57 | loss: -2.556691 | norm:  0.790824 | fidelity:  0.677467 | Sz:  0.000000 | S^2: -0.000000
iter: 58 | loss: -2.559041 | norm:  0.581210 | fidelity:  0.681275 | Sz: -0.000000 | S^2:  0.000000
iter: 59 | loss: -2.560470 | norm:  0.366438 | fidelity:  0.684882 | Sz: -0.000000 | S^2:  0.000000
iter: 60 | loss: -2.560701 | norm:  0.450404 | fidelity:  0.688075 | Sz:  0.000000 | S^2: -0.000000
iter: 61 | loss: -2.560382 | norm:  0.661816 | fidelity:  0.690796 | Sz:  0.000000 | S^2:  0.000000
iter: 62 | loss: -2.560639 | norm:  0.730563 | fidelity:  0.693142 | Sz:  0.000000 | S^2: -0.000000
iter: 63 | loss: -2.561764 | norm:  0.626841 | fidelity:  0.695147 | Sz:  0.000000 | S^2:  0.000000
iter: 64 | loss: -2.563184 | norm:  0.453999 | fidelity:  0.696724 | Sz:  0.000000 | S^2: -0.000000
iter: 65 | loss: -2.564198 | norm:  0.365628 | fidelity:  0.697728 | Sz:  0.000000 | S^2:  0.000000
iter: 66 | loss: -2.564643 | norm:  0.373956 | fidelity:  0.698117 | Sz:  0.000000 | S^2: -0.000000
iter: 67 | loss: -2.564715 | norm:  0.398444 | fidelity:  0.698013 | Sz:  0.000000 | S^2: -0.000000
iter: 68 | loss: -2.564644 | norm:  0.457649 | fidelity:  0.697678 | Sz:  0.000000 | S^2:  0.000000
iter: 69 | loss: -2.564773 | norm:  0.535137 | fidelity:  0.697452 | Sz: -0.000000 | S^2:  0.000000
iter: 70 | loss: -2.565451 | norm:  0.544932 | fidelity:  0.697597 | Sz: -0.000000 | S^2:  0.000000
iter: 71 | loss: -2.566651 | norm:  0.434998 | fidelity:  0.698135 | Sz: -0.000000 | S^2:  0.000000
iter: 72 | loss: -2.567830 | norm:  0.231928 | fidelity:  0.698827 | Sz: -0.000000 | S^2: -0.000000
iter: 73 | loss: -2.568453 | norm:  0.134345 | fidelity:  0.699360 | Sz: -0.000000 | S^2:  0.000000
iter: 74 | loss: -2.568505 | norm:  0.285259 | fidelity:  0.699544 | Sz:  0.000000 | S^2: -0.000000
