nohup: ignoring input
spin up orbital energies: {0: -3.0, 2: -1.0, 4: 0, 6: 2.0, 8: 0, 10: 2.0}
spin down orbital energies:  {1: -3.0, 3: -1.0, 5: 0, 7: 2.0, 9: 0, 11: 2.0}
spin up indices:  [0, 2, 4, 8]    spin down indices:  [1, 3] 

iter: 1 | loss: -5.333333 | norm:  0.000000 | fidelity:  0.941224 | Sz:  1.000000 | S^2:  2.000000
iter: 2 | loss: -5.333333 | norm:  0.000000 | fidelity:  0.941224 | Sz:  1.000000 | S^2:  2.000000
iter: 3 | loss: -5.325987 | norm:  1.681054 | fidelity:  0.940021 | Sz:  1.000001 | S^2:  2.000002
iter: 4 | loss: -5.296066 | norm:  4.110559 | fidelity:  0.935149 | Sz:  1.000003 | S^2:  2.000006
iter: 5 | loss: -5.328195 | norm:  2.065139 | fidelity:  0.939967 | Sz:  1.000003 | S^2:  2.000006
iter: 6 | loss: -5.333064 | norm:  1.738783 | fidelity:  0.941194 | Sz:  0.999998 | S^2:  1.999995
iter: 7 | loss: -5.337965 | norm:  2.578622 | fidelity:  0.941811 | Sz:  1.000000 | S^2:  2.000000
iter: 8 | loss: -5.383644 | norm:  2.014576 | fidelity:  0.949158 | Sz:  1.000000 | S^2:  2.000000
iter: 9 | loss: -5.437191 | norm:  2.200667 | fidelity:  0.958588 | Sz:  1.000000 | S^2:  1.999999
iter: 10 | loss: -5.470377 | norm:  2.538473 | fidelity:  0.966469 | Sz:  1.000003 | S^2:  2.000005
iter: 11 | loss: -5.472446 | norm:  2.698513 | fidelity:  0.970939 | Sz:  1.000002 | S^2:  2.000004
iter: 12 | loss: -5.465386 | norm:  2.888207 | fidelity:  0.973362 | Sz:  0.999998 | S^2:  1.999996
iter: 13 | loss: -5.468741 | norm:  2.725707 | fidelity:  0.975248 | Sz:  1.000004 | S^2:  2.000007
iter: 14 | loss: -5.474667 | norm:  2.623674 | fidelity:  0.975358 | Sz:  1.000005 | S^2:  2.000009
iter: 15 | loss: -5.472147 | norm:  3.106002 | fidelity:  0.973206 | Sz:  0.999999 | S^2:  1.999999
iter: 16 | loss: -5.474075 | norm:  3.238592 | fidelity:  0.972101 | Sz:  0.999999 | S^2:  1.999998
iter: 17 | loss: -5.490951 | norm:  2.422506 | fidelity:  0.973981 | Sz:  1.000005 | S^2:  2.000009
iter: 18 | loss: -5.508285 | norm:  1.024381 | fidelity:  0.976281 | Sz:  1.000005 | S^2:  2.000009
iter: 19 | loss: -5.510602 | norm:  0.762060 | fidelity:  0.976236 | Sz:  0.999996 | S^2:  1.999992
iter: 20 | loss: -5.499877 | norm:  1.807057 | fidelity:  0.973972 | Sz:  1.000001 | S^2:  2.000003
iter: 21 | loss: -5.489252 | norm:  2.359001 | fidelity:  0.971708 | Sz:  0.999997 | S^2:  1.999995
iter: 22 | loss: -5.488909 | norm:  2.348017 | fidelity:  0.971424 | Sz:  1.000002 | S^2:  2.000003
iter: 23 | loss: -5.497624 | norm:  1.913015 | fidelity:  0.972995 | Sz:  1.000002 | S^2:  2.000003
iter: 24 | loss: -5.507514 | norm:  1.320211 | fidelity:  0.974901 | Sz:  0.999995 | S^2:  1.999990
iter: 25 | loss: -5.513269 | norm:  0.961163 | fidelity:  0.976145 | Sz:  1.000000 | S^2:  2.000000
iter: 26 | loss: -5.515622 | norm:  0.989266 | fidelity:  0.976964 | Sz:  0.999996 | S^2:  1.999993
iter: 27 | loss: -5.517691 | norm:  1.016302 | fidelity:  0.977987 | Sz:  1.000003 | S^2:  2.000005
iter: 28 | loss: -5.519785 | norm:  0.910179 | fidelity:  0.979202 | Sz:  0.999999 | S^2:  1.999999
iter: 29 | loss: -5.520698 | norm:  0.909291 | fidelity:  0.980231 | Sz:  0.999999 | S^2:  1.999997
iter: 30 | loss: -5.520978 | norm:  1.079406 | fidelity:  0.980924 | Sz:  0.999996 | S^2:  1.999993
iter: 31 | loss: -5.523025 | norm:  1.139089 | fidelity:  0.981458 | Sz:  1.000003 | S^2:  2.000005
iter: 32 | loss: -5.527275 | norm:  0.936088 | fidelity:  0.981850 | Sz:  1.000000 | S^2:  1.999999
iter: 33 | loss: -5.531371 | norm:  0.535011 | fidelity:  0.981876 | Sz:  1.000003 | S^2:  2.000005
iter: 34 | loss: -5.532741 | norm:  0.335794 | fidelity:  0.981410 | Sz:  0.999996 | S^2:  1.999991
iter: 35 | loss: -5.531890 | norm:  0.650921 | fidelity:  0.980813 | Sz:  0.999996 | S^2:  1.999993
iter: 36 | loss: -5.531457 | norm:  0.867542 | fidelity:  0.980652 | Sz:  1.000000 | S^2:  2.000001
iter: 37 | loss: -5.533170 | norm:  0.840047 | fidelity:  0.981191 | Sz:  0.999998 | S^2:  1.999996
iter: 38 | loss: -5.536305 | norm:  0.616378 | fidelity:  0.982212 | Sz:  1.000001 | S^2:  2.000002
iter: 39 | loss: -5.538762 | norm:  0.385805 | fidelity:  0.983252 | Sz:  1.000000 | S^2:  2.000000
iter: 40 | loss: -5.539628 | norm:  0.437498 | fidelity:  0.984043 | Sz:  1.000005 | S^2:  2.000010
iter: 41 | loss: -5.539672 | norm:  0.581987 | fidelity:  0.984600 | Sz:  0.999996 | S^2:  1.999992
iter: 42 | loss: -5.540282 | norm:  0.594091 | fidelity:  0.985058 | Sz:  0.999999 | S^2:  1.999998
iter: 43 | loss: -5.541373 | norm:  0.481646 | fidelity:  0.985352 | Sz:  1.000000 | S^2:  2.000000
iter: 44 | loss: -5.541964 | norm:  0.407445 | fidelity:  0.985349 | Sz:  0.999995 | S^2:  1.999991
iter: 45 | loss: -5.541803 | norm:  0.502772 | fidelity:  0.985138 | Sz:  1.000001 | S^2:  2.000003
iter: 46 | loss: -5.541693 | norm:  0.600597 | fidelity:  0.985017 | Sz:  1.000001 | S^2:  2.000001
iter: 47 | loss: -5.542606 | norm:  0.565641 | fidelity:  0.985244 | Sz:  0.999999 | S^2:  1.999998
iter: 48 | loss: -5.544226 | norm:  0.400026 | fidelity:  0.985744 | Sz:  1.000000 | S^2:  2.000000
iter: 49 | loss: -5.545367 | norm:  0.240351 | fidelity:  0.986215 | Sz:  1.000000 | S^2:  2.000000
iter: 50 | loss: -5.545520 | norm:  0.319392 | fidelity:  0.986479 | Sz:  0.999995 | S^2:  1.999990
iter: 51 | loss: -5.545501 | norm:  0.450207 | fidelity:  0.986636 | Sz:  1.000005 | S^2:  2.000011
iter: 52 | loss: -5.546032 | norm:  0.472848 | fidelity:  0.986803 | Sz:  0.999998 | S^2:  1.999996
iter: 53 | loss: -5.547265 | norm:  0.375792 | fidelity:  0.987005 | Sz:  0.999998 | S^2:  1.999997
iter: 54 | loss: -5.548378 | norm:  0.221619 | fidelity:  0.987107 | Sz:  0.999997 | S^2:  1.999994
iter: 55 | loss: -5.548867 | norm:  0.171920 | fidelity:  0.987074 | Sz:  1.000000 | S^2:  2.000000
iter: 56 | loss: -5.548968 | norm:  0.250111 | fidelity:  0.987035 | Sz:  1.000000 | S^2:  2.000001
iter: 57 | loss: -5.549239 | norm:  0.284420 | fidelity:  0.987152 | Sz:  1.000000 | S^2:  1.999999
iter: 58 | loss: -5.549795 | norm:  0.264902 | fidelity:  0.987442 | Sz:  0.999999 | S^2:  1.999997
iter: 59 | loss: -5.550376 | norm:  0.252385 | fidelity:  0.987793 | Sz:  0.999996 | S^2:  1.999993
iter: 60 | loss: -5.550956 | norm:  0.265762 | fidelity:  0.988128 | Sz:  1.000004 | S^2:  2.000008
iter: 61 | loss: -5.551614 | norm:  0.259620 | fidelity:  0.988423 | Sz:  1.000002 | S^2:  2.000005
iter: 62 | loss: -5.552445 | norm:  0.222741 | fidelity:  0.988698 | Sz:  0.999998 | S^2:  1.999996
iter: 63 | loss: -5.553317 | norm:  0.208247 | fidelity:  0.988952 | Sz:  1.000004 | S^2:  2.000008
iter: 64 | loss: -5.553986 | norm:  0.242384 | fidelity:  0.989167 | Sz:  0.999998 | S^2:  1.999996
iter: 65 | loss: -5.554710 | norm:  0.259768 | fidelity:  0.989420 | Sz:  0.999997 | S^2:  1.999994
iter: 66 | loss: -5.555667 | norm:  0.214392 | fidelity:  0.989762 | Sz:  1.000000 | S^2:  2.000000
iter: 67 | loss: -5.556634 | norm:  0.127957 | fidelity:  0.990149 | Sz:  0.999994 | S^2:  1.999988
iter: 68 | loss: -5.557449 | norm:  0.126029 | fidelity:  0.990517 | Sz:  0.999997 | S^2:  1.999994
iter: 69 | loss: -5.558089 | norm:  0.202097 | fidelity:  0.990822 | Sz:  1.000000 | S^2:  2.000000
iter: 70 | loss: -5.558836 | norm:  0.233155 | fidelity:  0.991086 | Sz:  1.000001 | S^2:  2.000002
iter: 71 | loss: -5.559778 | norm:  0.204268 | fidelity:  0.991324 | Sz:  0.999997 | S^2:  1.999993
iter: 72 | loss: -5.560842 | norm:  0.160107 | fidelity:  0.991544 | Sz:  1.000005 | S^2:  2.000009
iter: 73 | loss: -5.561738 | norm:  0.161397 | fidelity:  0.991729 | Sz:  0.999999 | S^2:  1.999998
iter: 74 | loss: -5.562601 | norm:  0.185383 | fidelity:  0.991932 | Sz:  0.999996 | S^2:  1.999993
iter: 75 | loss: -5.563507 | norm:  0.188074 | fidelity:  0.992173 | Sz:  0.999997 | S^2:  1.999995
iter: 76 | loss: -5.564420 | norm:  0.174340 | fidelity:  0.992434 | Sz:  1.000004 | S^2:  2.000009
iter: 77 | loss: -5.565171 | norm:  0.164433 | fidelity:  0.992667 | Sz:  0.999999 | S^2:  1.999997
iter: 78 | loss: -5.565880 | norm:  0.155211 | fidelity:  0.992884 | Sz:  0.999998 | S^2:  1.999996
iter: 79 | loss: -5.566552 | norm:  0.134045 | fidelity:  0.993076 | Sz:  1.000001 | S^2:  2.000002
iter: 80 | loss: -5.567090 | norm:  0.111251 | fidelity:  0.993224 | Sz:  0.999999 | S^2:  1.999998
